Time(s),Distance(m)
8.44,0.3900
8.44,0.2900
8.54,0.2900
8.54,0.3000
8.54,0.3000
8.54,0.3000
8.54,0.3000
8.54,0.3000
8.54,0.3000
8.54,0.3100
9.94,0.3800
9.94,0.3400
9.94,0.3400
9.94,0.3400
9.94,0.3300
10.04,0.3300
10.04,0.3300
10.04,0.3300
10.04,0.3300
10.04,0.3300
10.04,0.3400
10.04,0.3400
10.04,0.3400
10.04,0.3400
10.04,0.3400
10.04,0.3500
10.14,0.3500
10.14,0.3500
10.14,0.3500
10.14,0.3500
10.14,0.3500
10.14,0.3400
10.14,0.3400
10.14,0.3400
10.14,0.3400
10.14,0.3400
10.24,0.3500
10.24,0.3500
10.24,0.3500
10.44,0.3800
10.44,0.3600
10.54,0.3500
10.54,0.3500
10.64,0.3400
10.64,0.3400
10.74,0.3400
10.74,0.3400
10.74,0.3500
10.74,0.3500
10.74,0.3400
10.74,0.3400
10.74,0.3300
10.74,0.3300
10.74,0.3200
10.74,0.3200
10.94,0.3200
10.94,0.3200
10.94,0.3200
10.94,0.3200
10.94,0.3200
10.94,0.3100
10.94,0.3200
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
10.94,0.3100
11.04,0.3100
11.04,0.3200
11.04,0.3200
11.04,0.3200
11.04,0.3200
11.04,0.3200
11.04,0.3200
11.04,0.3200
11.04,0.3200
11.04,0.3300
11.04,0.3300
11.14,0.3300
11.14,0.3300
11.14,0.3400
11.14,0.3300
11.14,0.3400
11.14,0.3400
11.14,0.3400
11.14,0.3500
11.14,0.3500
11.14,0.3500
11.24,0.3600
11.24,0.3600
11.24,0.3600
11.24,0.3600
11.24,0.3600
11.24,0.3500
11.24,0.3500
11.24,0.3500
11.24,0.3500
11.24,0.3500
11.34,0.3500
11.34,0.3400
11.34,0.3400
11.34,0.3300
11.34,0.3300
11.34,0.3300
11.34,0.3300
11.34,0.3200
11.34,0.3200
11.54,0.3200
11.54,0.3200
11.54,0.3200
11.54,0.3200
11.54,0.3200
11.54,0.3200
11.54,0.3200
11.54,0.3200
11.54,0.3200
11.54,0.3200
